g1-l2-p1,g1-l2-p10,g1-l2-p2,g1-l2-p3,g1-l2-p4,g1-l2-p5,g1-l3-p1,g1-l3-p10,g1-l3-p2,g1-l3-p3,g1-l3-p4,g1-l3-p5,g1-l4-p1,g1-l4-p10,g1-l4-p2,g1-l4-p3,g1-l4-p4,g1-l4-p5,g1-m2-p1,g1-m2-p10,g1-m2-p2,g1-m2-p3,g1-m2-p4,g1-m2-p5,g1-m3-p1,g1-m3-p10,g1-m3-p2,g1-m3-p3,g1-m3-p4,g1-m3-p5,g1-m4-p1,g1-m4-p10,g1-m4-p2,g1-m4-p3,g1-m4-p4,g1-m4-p5,g1-xl2-p1,g1-xl2-p10,g1-xl2-p2,g1-xl2-p3,g1-xl2-p4,g1-xl2-p5,g1-xl3-p1,g1-xl3-p10,g1-xl3-p2,g1-xl3-p3,g1-xl3-p4,g1-xl3-p5,g1-xl4-p1,g1-xl4-p10,g1-xl4-p2,g1-xl4-p3,g1-xl4-p4,g1-xl4-p5,g2-l1-l1-l1-p1-t1,g2-l1-l1-p1-t1,g2-l1-p1-t1,g2-l1-p1-t2,g2-l1-p1-t3,g2-l1-p1-t4,g2-l1-p1,g2-l2-p1-t1,g2-l2-p1,g2-l3-p1-t1,g2-l3-p1,g2-l4-p1-t1,g2-l4-p1,g2-m1-m1-m1-p1-t1,g2-m1-m1-p1-t1,g2-m1-p1-t1,g2-m1-p1-t2,g2-m1-p1-t3,g2-m1-p1-t4,g2-m1-p1,g2-m2-p1-t1,g2-m2-p1,g2-m3-p1-t1,g2-m3-p1,g2-m4-p1-t1,g2-m4-p1,g2-xl1-p1-t1,g2-xl1-p1-t2,g2-xl1-p1-t3,g2-xl1-p1-t4,g2-xl1-p1-t5,g2-xl1-p1-t6,g2-xl1-p1,g2-xl1-xl1-p1-t6,g2-xl1-xl1-xl1-p1-t6,g2-xl2-p1-t1,g2-xl2-p1,g2-xl3-p1-t1,g2-xl3-p1,g2-xl4-p1-t1,g2-xl4-p1,g2-xl5-p1-t1,g2-xl6-p1-t1
166.01745269606738,44.18573769246523,168.7660171242448,145.65652133050062,110.55695316448247,88.3896040631636,140.85765725490765,44.35862532957147,140.55481286947474,133.57507700387575,109.06693998958201,88.29113103319098,112.21084209852269,44.26425673775715,118.23439274918405,113.78637486321516,109.85262925754989,88.22167516051258,168.11792280967236,44.170920091109316,169.28473164543774,146.88342053296245,110.50967544758883,88.12494788672174,138.9551483330744,44.647031147914454,137.70253214095692,130.69602984715905,108.39952726912695,88.22778656037612,104.44692481796618,44.37858427069188,108.61105685048537,109.84202615010638,110.98931747115616,88.56393462866674,219.8177982774448,44.37233497559326,216.12621962153077,142.3348204693341,111.15620967369851,90.53725032338976,199.97459762554388,44.65235805668673,199.759772725532,142.575034929979,111.11903821844193,112.47347712558727,192.1491319796448,44.30489295571266,194.9785035288132,143.0182842377553,110.84900937829617,89.25891363469172,245.80322873100073,232.97167512734882,238.29923873264502,231.26735986873584,234.46145247612495,233.99800988406682,198.44099431514564,221.93177706062954,167.36190754682812,214.3700073405199,137.15903644211213,204.66622589149398,108.52034409287295,225.62816932512942,221.17690201355092,222.63396446844578,220.115166205124,220.18388853082132,222.39269330830246,191.8937095347475,208.67958291981614,170.24467510486494,204.31756710931478,123.2574796527462,193.25536215100342,104.60466869645593,238.29923873264502,238.20561477571692,240.15458252871346,238.67672060196182,240.1134395851097,241.10271622793087,223.6197760472056,241.162247882116,250.32559210682663,233.85437651111124,219.38529362308344,228.4030108505316,196.26144337081814,231.24410679325226,193.72468291182273,227.26628466851432,221.22940123252192
