g1-l2-p1,g1-l2-p10,g1-l2-p2,g1-l2-p3,g1-l2-p4,g1-l2-p5,g1-l3-p1,g1-l3-p10,g1-l3-p2,g1-l3-p3,g1-l3-p4,g1-l3-p5,g1-l4-p1,g1-l4-p10,g1-l4-p2,g1-l4-p3,g1-l4-p4,g1-l4-p5,g1-m2-p1,g1-m2-p10,g1-m2-p2,g1-m2-p3,g1-m2-p4,g1-m2-p5,g1-m3-p1,g1-m3-p10,g1-m3-p2,g1-m3-p3,g1-m3-p4,g1-m3-p5,g1-m4-p1,g1-m4-p10,g1-m4-p2,g1-m4-p3,g1-m4-p4,g1-m4-p5,g1-xl2-p1,g1-xl2-p10,g1-xl2-p2,g1-xl2-p3,g1-xl2-p4,g1-xl2-p5,g1-xl3-p1,g1-xl3-p10,g1-xl3-p2,g1-xl3-p3,g1-xl3-p4,g1-xl3-p5,g1-xl4-p1,g1-xl4-p10,g1-xl4-p2,g1-xl4-p3,g1-xl4-p4,g1-xl4-p5,g2-l1-l1-l1-p1-t1,g2-l1-l1-p1-t1,g2-l1-p1-t1,g2-l1-p1-t2,g2-l1-p1-t3,g2-l1-p1-t4,g2-l1-p1,g2-l2-p1-t1,g2-l2-p1,g2-l3-p1-t1,g2-l3-p1,g2-l4-p1-t1,g2-l4-p1,g2-m1-m1-m1-p1-t1,g2-m1-m1-p1-t1,g2-m1-p1-t1,g2-m1-p1-t2,g2-m1-p1-t3,g2-m1-p1-t4,g2-m1-p1,g2-m2-p1-t1,g2-m2-p1,g2-m3-p1-t1,g2-m3-p1,g2-m4-p1-t1,g2-m4-p1,g2-xl1-p1-t2,g2-xl1-p1-t3,g2-xl1-p1-t4,g2-xl1-p1-t5,g2-xl1-p1-t6,g2-xl1-p1,g2-xl1-xl1-p1-t6,g2-xl1-xl1-xl1-p1-t6,g2-xl2-p1-t1,g2-xl2-p1,g2-xl3-p1-t1,g2-xl3-p1,g2-xl4-p1-t1,g2-xl4-p1,g2-xl5-p1-t1,g2-xl6-p1-t1
76.4,55.2,72.6,57.2,60.7,60.9,94.8,56.6,91.8,88.8,68.6,67,98,60.5,95.7,92.9,69.6,71,76.6,52.9,71.6,69.7,61.4,61.5,94.8,57.2,91.8,88.7,68.6,66.6,97.2,61.9,96.8,93.4,90.7,69.8,44.4,27.2,42.2,34.5,34.7,33.9,67.9,29.4,70.3,43.5,40.3,40.2,89.7,32.1,85.8,51.4,46.4,42.6,56.5,44.3,28,56.5,55.4,55.4,63.5,62.3,74.4,68.7,93,72.4,98.5,58.9,59.2,56.1,56.4,56.8,56,63.4,63.8,74.2,68.5,92.3,74.1,96.3,27.6,27.4,27.6,27.6,27.6,34.4,25.5,30,31.6,43.6,35.2,65.9,38,86.3,43,44.3
