g1-xl4-p5,g1-xl4-p4,g1-xl4-p3,g1-xl4-p2,g1-xl4-p10,g1-xl4-p1,g1-xl3-p5,g1-xl3-p4,g1-xl3-p3,g1-xl3-p2,g1-xl3-p10,g1-xl3-p1,g1-xl2-p5,g1-xl2-p4,g1-xl2-p3,g1-xl2-p2,g1-xl2-p10,g1-xl2-p1,g1-m4-p5,g1-m4-p4,g1-m4-p3,g1-m4-p2,g1-m4-p10,g1-m4-p1,g1-m3-p5,g1-m3-p4,g1-m3-p3,g1-m3-p2,g1-m3-p10,g1-m3-p1,g1-m2-p5,g1-m2-p4,g1-m2-p3,g1-m2-p2,g1-m2-p10,g1-m2-p1,g1-l4-p5,g1-l4-p4,g1-l4-p3,g1-l4-p2,g1-l4-p10,g1-l4-p1,g1-l3-p5,g1-l3-p4,g1-l3-p3,g1-l3-p2,g1-l3-p10,g1-l3-p1,g1-l2-p5,g1-l2-p4,g1-l2-p3,g1-l2-p2,g1-l2-p10,g1-l2-p1
435.0,0.0,0.0,NaN,434.0,194.0,284.0,284.0,0.0,NaN,434.0,210.0,435.0,435.0,0.0,NaN,434.0,220.0,NaN,NaN,NaN,427.0,434.0,126,0.0,NaN,NaN,0.0,434.0,131.0,0.0,0.0,NaN,NaN,434.0,169.0,NaN,NaN,NaN,262.0,0.0,0.0,0.0,NaN,NaN,0.0,434.0,83.0,0.0,0.0,NaN,NaN,434.0,163.0
0.0,0.0,0.0,NaN,0.0,199.0,0.0,0.0,0.0,NaN,0.0,197.0,0.0,0.0,0.0,NaN,0.0,226.0,NaN,NaN,NaN,0.0,0.0,83,0.0,NaN,NaN,0.0,0.0,138.0,354.0,0.0,NaN,NaN,0.0,169.0,NaN,NaN,NaN,202.0,434.0,0.0,0.0,NaN,NaN,NaN,0.0,138.0,435.0,0.0,NaN,NaN,0.0,159.0
435.0,0.0,NaN,NaN,433.0,192.0,0.0,0.0,0.0,NaN,433.0,202.0,435.0,321.0,0.0,NaN,433.0,224.0,NaN,NaN,NaN,0.0,434.0,102,0.0,NaN,NaN,0.0,434.0,142.0,0.0,0.0,NaN,NaN,433.0,187.0,NaN,NaN,NaN,252.0,0.0,0.0,0.0,NaN,NaN,NaN,434.0,203.0,0.0,0.0,NaN,NaN,433.0,164.0
0.0,0.0,NaN,NaN,0.0,199.0,0.0,0.0,NaN,NaN,0.0,206.0,0.0,0.0,0.0,NaN,0.0,217.0,NaN,NaN,NaN,0.0,0.0,114,0.0,NaN,NaN,0.0,0.0,158.0,0.0,0.0,NaN,NaN,0.0,175.0,NaN,NaN,NaN,259.0,434.0,0.0,0.0,NaN,NaN,NaN,0.0,139.0,12.0,0.0,NaN,NaN,0.0,172.0
359.0,0.0,NaN,NaN,433.0,196.0,0.0,0.0,NaN,NaN,433.0,204.0,359.0,0.0,0.0,NaN,433.0,225.0,NaN,NaN,NaN,350.0,434.0,84,0.0,NaN,NaN,NaN,434.0,130.0,0.0,NaN,NaN,NaN,433.0,174.0,NaN,NaN,NaN,207.0,0.0,0.0,0.0,NaN,NaN,NaN,434.0,110.0,0.0,0.0,NaN,NaN,433.0,162.0
0.0,0.0,NaN,NaN,0.0,191.0,0.0,0.0,NaN,NaN,0.0,217.0,0.0,0.0,0.0,NaN,0.0,225.0,NaN,NaN,NaN,0.0,0.0,86,0.0,NaN,NaN,NaN,0.0,111.0,0.0,NaN,NaN,NaN,0.0,156.0,NaN,NaN,NaN,234.0,433.0,0.0,0.0,NaN,NaN,NaN,0.0,141.0,0.0,0.0,NaN,NaN,0.0,182.0
0.0,0.0,NaN,NaN,433.0,193.0,0.0,0.0,NaN,NaN,433.0,193.0,0.0,0.0,0.0,NaN,433.0,214.0,NaN,NaN,NaN,0.0,402.0,90,0.0,NaN,NaN,NaN,433.0,142.0,0.0,NaN,NaN,NaN,433.0,173.0,NaN,NaN,NaN,234.0,0.0,0.0,0.0,NaN,NaN,NaN,433.0,150.0,0.0,NaN,NaN,NaN,433.0,163.0
0.0,0.0,NaN,NaN,0.0,176.0,0.0,0.0,NaN,NaN,0.0,203.0,0.0,0.0,0.0,NaN,0.0,222.0,NaN,NaN,NaN,384.0,0.0,123,0.0,NaN,NaN,NaN,0.0,148.0,0.0,NaN,NaN,NaN,0.0,156.0,NaN,NaN,NaN,100.0,78.0,0.0,0.0,NaN,NaN,NaN,0.0,164.0,0.0,NaN,NaN,NaN,0.0,164.0
0.0,0.0,NaN,NaN,433.0,194.0,0.0,0.0,NaN,NaN,433.0,198.0,0.0,0.0,0.0,NaN,433.0,224.0,NaN,NaN,NaN,285.0,0.0,0,0.0,NaN,NaN,NaN,72.0,153.0,0.0,NaN,NaN,NaN,433.0,180.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,NaN,NaN,NaN,72.0,140.0,0.0,NaN,NaN,NaN,433.0,169.0
0.0,0.0,NaN,NaN,0.0,216.0,0.0,0.0,NaN,NaN,0.0,206.0,0.0,0.0,NaN,NaN,0.0,219.0,NaN,NaN,NaN,0.0,0.0,239,NaN,NaN,NaN,NaN,0.0,113.0,0.0,NaN,NaN,NaN,0.0,154.0,NaN,NaN,NaN,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,134.0,0.0,NaN,NaN,NaN,0.0,160.0
0.0,NaN,NaN,NaN,12.0,155.0,0.0,0.0,NaN,NaN,12.0,200.0,0.0,0.0,NaN,NaN,12.0,237.0,NaN,NaN,NaN,425.0,0.0,0,NaN,NaN,NaN,NaN,0.0,176.0,0.0,NaN,NaN,NaN,12.0,190.0,NaN,NaN,NaN,0.0,0.0,405.0,NaN,NaN,NaN,NaN,0.0,151.0,0.0,NaN,NaN,NaN,12.0,171.0
0.0,NaN,NaN,NaN,0.0,198.0,NaN,NaN,NaN,NaN,0.0,198.0,0.0,0.0,NaN,NaN,0.0,219.0,NaN,NaN,NaN,0.0,0.0,189,NaN,NaN,NaN,NaN,0.0,135.0,0.0,NaN,NaN,NaN,0.0,152.0,NaN,NaN,NaN,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,145.0,0.0,NaN,NaN,NaN,0.0,162.0
0.0,NaN,NaN,NaN,0.0,181.0,NaN,NaN,NaN,NaN,0.0,198.0,0.0,0.0,NaN,NaN,0.0,213.0,NaN,NaN,NaN,426.0,0.0,98,NaN,NaN,NaN,NaN,0.0,125.0,NaN,NaN,NaN,NaN,0.0,171.0,NaN,NaN,NaN,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,101.0,0.0,NaN,NaN,NaN,0.0,185.0
0.0,NaN,NaN,NaN,0.0,192.0,NaN,NaN,NaN,NaN,0.0,204.0,0.0,NaN,NaN,NaN,0.0,236.0,NaN,NaN,NaN,0.0,0.0,0,NaN,NaN,NaN,NaN,0.0,141.0,NaN,NaN,NaN,NaN,0.0,182.0,NaN,NaN,NaN,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,173.0,0.0,NaN,NaN,NaN,0.0,163.0
0.0,NaN,NaN,NaN,0.0,194.0,NaN,NaN,NaN,NaN,0.0,216.0,0.0,NaN,NaN,NaN,0.0,215.0,NaN,NaN,NaN,415.0,0.0,141,NaN,NaN,NaN,NaN,0.0,162.0,NaN,NaN,NaN,NaN,0.0,177.0,NaN,NaN,NaN,0.0,0.0,404.0,NaN,NaN,NaN,NaN,0.0,149.0,NaN,NaN,NaN,NaN,0.0,163.0
NaN,NaN,NaN,NaN,0.0,230.0,NaN,NaN,NaN,NaN,0.0,179.0,NaN,NaN,NaN,NaN,0.0,216.0,NaN,NaN,NaN,0.0,0.0,52,NaN,NaN,NaN,NaN,0.0,98.0,NaN,NaN,NaN,NaN,0.0,171.0,NaN,NaN,NaN,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,153.0,NaN,NaN,NaN,NaN,0.0,158.0
NaN,NaN,NaN,NaN,0.0,207.0,NaN,NaN,NaN,NaN,0.0,199.0,NaN,NaN,NaN,NaN,0.0,223.0,NaN,NaN,NaN,0.0,0.0,104,NaN,NaN,NaN,NaN,0.0,144.0,NaN,NaN,NaN,NaN,0.0,161.0,NaN,NaN,NaN,0.0,0.0,403.0,NaN,NaN,NaN,NaN,0.0,102.0,NaN,NaN,NaN,NaN,0.0,181.0
NaN,NaN,NaN,NaN,0.0,164.0,NaN,NaN,NaN,NaN,0.0,195.0,NaN,NaN,NaN,NaN,0.0,215.0,NaN,NaN,NaN,0.0,NaN,21,NaN,NaN,NaN,NaN,0.0,145.0,NaN,NaN,NaN,NaN,0.0,172.0,NaN,NaN,NaN,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0.0,155.0,NaN,NaN,NaN,NaN,0.0,164.0
NaN,NaN,NaN,NaN,0.0,185.0,NaN,NaN,NaN,NaN,0.0,217.0,NaN,NaN,NaN,NaN,0.0,218.0,NaN,NaN,NaN,0.0,NaN,81,NaN,NaN,NaN,NaN,0.0,130.0,NaN,NaN,NaN,NaN,0.0,168.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,0.0,141.0,NaN,NaN,NaN,NaN,0.0,166.0
NaN,NaN,NaN,NaN,0.0,225.0,NaN,NaN,NaN,NaN,0.0,208.0,NaN,NaN,NaN,NaN,0.0,213.0,NaN,NaN,NaN,0.0,NaN,157,NaN,NaN,NaN,NaN,NaN,130.0,NaN,NaN,NaN,NaN,0.0,164.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,143.0,NaN,NaN,NaN,NaN,0.0,160.0
NaN,NaN,NaN,NaN,0.0,197.0,NaN,NaN,NaN,NaN,0.0,184.0,NaN,NaN,NaN,NaN,0.0,224.0,NaN,NaN,NaN,0.0,NaN,71,NaN,NaN,NaN,NaN,NaN,195.0,NaN,NaN,NaN,NaN,0.0,184.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,180.0,NaN,NaN,NaN,NaN,0.0,172.0
NaN,NaN,NaN,NaN,NaN,190.0,NaN,NaN,NaN,NaN,NaN,216.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,0.0,NaN,116,NaN,NaN,NaN,NaN,NaN,136.0,NaN,NaN,NaN,NaN,NaN,155.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,157.0,NaN,NaN,NaN,NaN,NaN,171.0
NaN,NaN,NaN,NaN,NaN,176.0,NaN,NaN,NaN,NaN,NaN,205.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,NaN,135.0,NaN,NaN,NaN,NaN,NaN,170.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,119.0,NaN,NaN,NaN,NaN,NaN,167.0
NaN,NaN,NaN,NaN,NaN,196.0,NaN,NaN,NaN,NaN,NaN,215.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,NaN,137.0,NaN,NaN,NaN,NaN,NaN,177.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,130.0,NaN,NaN,NaN,NaN,NaN,164.0
NaN,NaN,NaN,NaN,NaN,165.0,NaN,NaN,NaN,NaN,NaN,180.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,0.0,NaN,304,NaN,NaN,NaN,NaN,NaN,138.0,NaN,NaN,NaN,NaN,NaN,162.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,142.0,NaN,NaN,NaN,NaN,NaN,178.0
NaN,NaN,NaN,NaN,NaN,207.0,NaN,NaN,NaN,NaN,NaN,190.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,159.0,NaN,NaN,NaN,NaN,NaN,170.0,NaN,NaN,NaN,NaN,NaN,401.0,NaN,NaN,NaN,NaN,NaN,150.0,NaN,NaN,NaN,NaN,NaN,160.0
NaN,NaN,NaN,NaN,NaN,203.0,NaN,NaN,NaN,NaN,NaN,213.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,169,NaN,NaN,NaN,NaN,NaN,140.0,NaN,NaN,NaN,NaN,NaN,159.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,159.0,NaN,NaN,NaN,NaN,NaN,179.0
NaN,NaN,NaN,NaN,NaN,191.0,NaN,NaN,NaN,NaN,NaN,197.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,137,NaN,NaN,NaN,NaN,NaN,128.0,NaN,NaN,NaN,NaN,NaN,166.0,NaN,NaN,NaN,NaN,NaN,400.0,NaN,NaN,NaN,NaN,NaN,136.0,NaN,NaN,NaN,NaN,NaN,166.0
NaN,NaN,NaN,NaN,NaN,175.0,NaN,NaN,NaN,NaN,NaN,202.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,118.0,NaN,NaN,NaN,NaN,NaN,162.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,119.0,NaN,NaN,NaN,NaN,NaN,163.0
NaN,NaN,NaN,NaN,NaN,214.0,NaN,NaN,NaN,NaN,NaN,191.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,201,NaN,NaN,NaN,NaN,NaN,153.0,NaN,NaN,NaN,NaN,NaN,165.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,148.0,NaN,NaN,NaN,NaN,NaN,170.0
NaN,NaN,NaN,NaN,NaN,201.0,NaN,NaN,NaN,NaN,NaN,207.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,177,NaN,NaN,NaN,NaN,NaN,155.0,NaN,NaN,NaN,NaN,NaN,161.0,NaN,NaN,NaN,NaN,NaN,400.0,NaN,NaN,NaN,NaN,NaN,153.0,NaN,NaN,NaN,NaN,NaN,163.0
NaN,NaN,NaN,NaN,NaN,206.0,NaN,NaN,NaN,NaN,NaN,197.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92,NaN,NaN,NaN,NaN,NaN,130.0,NaN,NaN,NaN,NaN,NaN,181.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,180.0,NaN,NaN,NaN,NaN,NaN,170.0
NaN,NaN,NaN,NaN,NaN,189.0,NaN,NaN,NaN,NaN,NaN,222.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55,NaN,NaN,NaN,NaN,NaN,156.0,NaN,NaN,NaN,NaN,NaN,188.0,NaN,NaN,NaN,NaN,NaN,113.0,NaN,NaN,NaN,NaN,NaN,117.0,NaN,NaN,NaN,NaN,NaN,165.0
NaN,NaN,NaN,NaN,NaN,191.0,NaN,NaN,NaN,NaN,NaN,200.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,117.0,NaN,NaN,NaN,NaN,NaN,164.0,NaN,NaN,NaN,NaN,NaN,91.0,NaN,NaN,NaN,NaN,NaN,160.0,NaN,NaN,NaN,NaN,NaN,169.0
NaN,NaN,NaN,NaN,NaN,178.0,NaN,NaN,NaN,NaN,NaN,172.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,252,NaN,NaN,NaN,NaN,NaN,136.0,NaN,NaN,NaN,NaN,NaN,174.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,127.0,NaN,NaN,NaN,NaN,NaN,165.0
NaN,NaN,NaN,NaN,NaN,206.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,151.0,NaN,NaN,NaN,NaN,NaN,145.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,147.0,NaN,NaN,NaN,NaN,NaN,170.0
NaN,NaN,NaN,NaN,NaN,198.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,153.0,NaN,NaN,NaN,NaN,NaN,174.0,NaN,NaN,NaN,NaN,NaN,211.0,NaN,NaN,NaN,NaN,NaN,162.0,NaN,NaN,NaN,NaN,NaN,168.0
NaN,NaN,NaN,NaN,NaN,183.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,240,NaN,NaN,NaN,NaN,NaN,123.0,NaN,NaN,NaN,NaN,NaN,168.0,NaN,NaN,NaN,NaN,NaN,126.0,NaN,NaN,NaN,NaN,NaN,118.0,NaN,NaN,NaN,NaN,NaN,165.0
NaN,NaN,NaN,NaN,NaN,202.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,147,NaN,NaN,NaN,NaN,NaN,143.0,NaN,NaN,NaN,NaN,NaN,171.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,132.0,NaN,NaN,NaN,NaN,NaN,162.0
NaN,NaN,NaN,NaN,NaN,209.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,137.0,NaN,NaN,NaN,NaN,NaN,168.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,154.0,NaN,NaN,NaN,NaN,NaN,178.0
NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,136.0,NaN,NaN,NaN,NaN,NaN,170.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,142.0,NaN,NaN,NaN,NaN,NaN,166.0
NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,186.0,NaN,NaN,NaN,NaN,NaN,172.0,NaN,NaN,NaN,NaN,NaN,195.0,NaN,NaN,NaN,NaN,NaN,130.0,NaN,NaN,NaN,NaN,NaN,168.0
NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,134.0,NaN,NaN,NaN,NaN,NaN,174.0,NaN,NaN,NaN,NaN,NaN,175.0,NaN,NaN,NaN,NaN,NaN,162.0,NaN,NaN,NaN,NaN,NaN,174.0
NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,207,NaN,NaN,NaN,NaN,NaN,130.0,NaN,NaN,NaN,NaN,NaN,159.0,NaN,NaN,NaN,NaN,NaN,95.0,NaN,NaN,NaN,NaN,NaN,184.0,NaN,NaN,NaN,NaN,NaN,162.0
NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67,NaN,NaN,NaN,NaN,NaN,139.0,NaN,NaN,NaN,NaN,NaN,173.0,NaN,NaN,NaN,NaN,NaN,105.0,NaN,NaN,NaN,NaN,NaN,106.0,NaN,NaN,NaN,NaN,NaN,177.0
NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58,NaN,NaN,NaN,NaN,NaN,142.0,NaN,NaN,NaN,NaN,NaN,161.0,NaN,NaN,NaN,NaN,NaN,101.0,NaN,NaN,NaN,NaN,NaN,146.0,NaN,NaN,NaN,NaN,NaN,164.0
NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,128,NaN,NaN,NaN,NaN,NaN,168.0,NaN,NaN,NaN,NaN,NaN,184.0,NaN,NaN,NaN,NaN,NaN,150.0,NaN,NaN,NaN,NaN,NaN,112.0,NaN,NaN,NaN,NaN,NaN,165.0
NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,129.0,NaN,NaN,NaN,NaN,NaN,166.0,NaN,NaN,NaN,NaN,NaN,108.0,NaN,NaN,NaN,NaN,NaN,160.0,NaN,NaN,NaN,NaN,NaN,155.0
NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,219,NaN,NaN,NaN,NaN,NaN,138.0,NaN,NaN,NaN,NaN,NaN,156.0,NaN,NaN,NaN,NaN,NaN,65.0,NaN,NaN,NaN,NaN,NaN,130.0,NaN,NaN,NaN,NaN,NaN,189.0
NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,114,NaN,NaN,NaN,NaN,NaN,114.0,NaN,NaN,NaN,NaN,NaN,201.0,NaN,NaN,NaN,NaN,NaN,109.0,NaN,NaN,NaN,NaN,NaN,129.0,NaN,NaN,NaN,NaN,NaN,154.0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77,NaN,NaN,NaN,NaN,NaN,140.0,NaN,NaN,NaN,NaN,NaN,155.0,NaN,NaN,NaN,NaN,NaN,171.0,NaN,NaN,NaN,NaN,NaN,147.0,NaN,NaN,NaN,NaN,NaN,170.0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,148.0,NaN,NaN,NaN,NaN,NaN,165.0,NaN,NaN,NaN,NaN,NaN,128.0,NaN,NaN,NaN,NaN,NaN,181.0,NaN,NaN,NaN,NaN,NaN,176.0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,140.0,NaN,NaN,NaN,NaN,NaN,164.0,NaN,NaN,NaN,NaN,NaN,94.0,NaN,NaN,NaN,NaN,NaN,183.0,NaN,NaN,NaN,NaN,NaN,180.0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,209,NaN,NaN,NaN,NaN,NaN,121.0,NaN,NaN,NaN,NaN,NaN,168.0,NaN,NaN,NaN,NaN,NaN,119.0,NaN,NaN,NaN,NaN,NaN,122.0,NaN,NaN,NaN,NaN,NaN,157.0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,123,NaN,NaN,NaN,NaN,NaN,137.0,NaN,NaN,NaN,NaN,NaN,173.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,131.0,NaN,NaN,NaN,NaN,NaN,179.0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,145.0,NaN,NaN,NaN,NaN,NaN,177.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,134.0,NaN,NaN,NaN,NaN,NaN,157.0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,143,NaN,NaN,NaN,NaN,NaN,128.0,NaN,NaN,NaN,NaN,NaN,164.0,NaN,NaN,NaN,NaN,NaN,233.0,NaN,NaN,NaN,NaN,NaN,144.0,NaN,NaN,NaN,NaN,NaN,157.0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,121,NaN,NaN,NaN,NaN,NaN,168.0,NaN,NaN,NaN,NaN,NaN,174.0,NaN,NaN,NaN,NaN,NaN,106.0,NaN,NaN,NaN,NaN,NaN,151.0,NaN,NaN,NaN,NaN,NaN,164.0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,163,NaN,NaN,NaN,NaN,NaN,121.0,NaN,NaN,NaN,NaN,NaN,177.0,NaN,NaN,NaN,NaN,NaN,82.0,NaN,NaN,NaN,NaN,NaN,113.0,NaN,NaN,NaN,NaN,NaN,175.0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98,NaN,NaN,NaN,NaN,NaN,160.0,NaN,NaN,NaN,NaN,NaN,166.0,NaN,NaN,NaN,NaN,NaN,4.0,NaN,NaN,NaN,NaN,NaN,171.0,NaN,NaN,NaN,NaN,NaN,182.0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81,NaN,NaN,NaN,NaN,NaN,135.0,NaN,NaN,NaN,NaN,NaN,187.0,NaN,NaN,NaN,NaN,NaN,19.0,NaN,NaN,NaN,NaN,NaN,134.0,NaN,NaN,NaN,NaN,NaN,153.0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,111,NaN,NaN,NaN,NaN,NaN,140.0,NaN,NaN,NaN,NaN,NaN,153.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,145.0,NaN,NaN,NaN,NaN,NaN,156.0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98,NaN,NaN,NaN,NaN,NaN,153.0,NaN,NaN,NaN,NaN,NaN,155.0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,125.0,NaN,NaN,NaN,NaN,NaN,154.0
